# === FCC-B2-b ARTIFACT HEADER BEGIN (v1) ===
# firmware_git_sha: d4dfcb86cfd99bbcbd227844940a1f905336b356
# firmware_git_sha_short: d4dfcb86cfd9
# build_timestamp_utc: 2026-05-20T07:50:16Z
# profile_enum: 0
# profile_string: REG_PROFILE_BENCH_ONLY_FIXED_915
# rfco_summary_schema_ver: 1
# rfco_pertx_schema_ver: 1
# header_schema_ver: 1
# === FCC-B2-b ARTIFACT HEADER END ===

=== W2-02 TX: 192 fragments, uart=/dev/ttymxc3 ===
__W2_02_TX_FRAG__ idx=170 tx_id=0xAA status=0(OK) toa_us=59008 elapsed_ms=73.4 payload_hex=fe00aabf52494646600000005745425056503820540000003004009d012a200020003eb54aa04aa72423a1b00c00e016896700bdd0152e879e9a10e7779ca2e3
INFO: unrelated frame during TX wait type=0xC0
__W2_02_TX_FRAG__ idx=171 tx_id=0xAB status=0(OK) toa_us=59008 elapsed_ms=73.3 payload_hex=fe00abbf2d0000fc5c8e01c4ea6242094717a96a3162e6529ce05479e15843a46f7260803413305d808d84b82f0000006d524946466600000057454250565038
INFO: unrelated frame during TX wait type=0xC0
__W2_02_TX_FRAG__ idx=172 tx_id=0xAC status=0(OK) toa_us=59008 elapsed_ms=73.4 payload_hex=fe00acbf205a000000f003009d012a200020003eb94c9d4aa72422a1b7f55800e017096500b8304edb7c005a97638ea80000fef160b9855fc41cbfd207c8939b
INFO: unrelated frame during TX wait type=0xC0
__W2_02_TX_FRAG__ idx=173 tx_id=0xAD status=0(OK) toa_us=59008 elapsed_ms=73.3 payload_hex=fe00adbf9234a051863be36609a5107458df67ef27cef24b06de95a7fe6384bbe8258bea0000009752494646900000005745425056503820840000009004009d
INFO: unrelated frame during TX wait type=0xC0
__W2_02_TX_FRAG__ idx=174 tx_id=0xAE status=0(OK) toa_us=59008 elapsed_ms=73.4 payload_hex=fe00aebf012a200020003ec158a54e27a4a322280800f018096500b0ec4c731dd081072c5c6bd45b8ca32852a800fd030c4fa3f5eff127bdc7103458221d95dd
INFO: unrelated frame during TX wait type=0xC0
__W2_02_TX_FRAG__ idx=175 tx_id=0xAF status=0(OK) toa_us=59008 elapsed_ms=73.3 payload_hex=fe00afbfbe65f705d4e41d86113a344a54568b498b6f273c0107df9be357ed5a7cc27643c7305c608ca91c3e1bdf6e86e534a938f1f8434cd611f8a4531b7cb5
INFO: unrelated frame during TX wait type=0xC0
__W2_02_TX_FRAG__ idx=176 tx_id=0xB0 status=0(OK) toa_us=59008 elapsed_ms=73.3 payload_hex=fe00b0bff346b6aba91c00005752494646500000005745425056503820440000003003009d012a200020003ec150a14aa7a4a321b00800f018096700c6f43082
INFO: unrelated frame during TX wait type=0xC0
__W2_02_TX_FRAG__ idx=177 tx_id=0xB1 status=0(OK) toa_us=59008 elapsed_ms=73.4 payload_hex=fe00b1bf35ab0000feefdd9afe282044b5f1f9fe77a2dfc2e1f91344f8b235bda30d541696060000008f524946468800000057454250565038207c0000001005
INFO: unrelated frame during TX wait type=0xC0
__W2_02_TX_FRAG__ idx=178 tx_id=0xB2 status=0(OK) toa_us=59008 elapsed_ms=73.3 payload_hex=fe00b2bf009d012a200020003ebd4e9c4aa724a2a1b00c00e017896500b83022107e677791b4b6371cc2353d964411abce194000feee887adbef5e2e126c9800
INFO: unrelated frame during TX wait type=0xC0
__W2_02_TX_FRAG__ idx=179 tx_id=0xB3 status=0(OK) toa_us=59008 elapsed_ms=73.5 payload_hex=fe00b3bf35c5af96088010fbe300737189761de1a7867e189ea745174eb3fb8b39f85d006b7a370e7d1ae75bda312376592f9544328a51fb3f2c212761e9078d
INFO: unrelated frame during TX wait type=0xC0
__W2_02_TX_FRAG__ idx=180 tx_id=0xB4 status=0(OK) toa_us=59008 elapsed_ms=73.3 payload_hex=fe00b4bf00005b5249464654000000574542505650382048000000d003009d012a200020003ec156a24ba7a52321b0180800f018096700c6040ddae3fe5dbb13
INFO: unrelated frame during TX wait type=0xC0
__W2_02_TX_FRAG__ idx=181 tx_id=0xB5 status=0(OK) toa_us=59008 elapsed_ms=73.3 payload_hex=fe00b5bfae8000feea97e589ddd018e105dc1a57d1c1172506631d3fd68dfe90e928caad180000a1524946469a00000057454250565038208e0000001005009d
INFO: unrelated frame during TX wait type=0xC0
__W2_02_TX_FRAG__ idx=182 tx_id=0xB6 status=0(OK) toa_us=59008 elapsed_ms=73.3 payload_hex=fe00b6bf012a200020003ec14a9e4b27a422a1b0180c00f018096500b4ece001a835bb4a4eb8e7e6a53e19c0f4aa828a0000fefd52e96fbff560c7647c9f256b
INFO: unrelated frame during TX wait type=0xC0
__W2_02_TX_FRAG__ idx=183 tx_id=0xB7 status=0(OK) toa_us=59008 elapsed_ms=73.4 payload_hex=fe00b7bf91b460069cabd699532a266f36b2c2e4a2df524a8b30477488fd1f161e1dea1d5239e15584cc4bdc11b41ff009cf2ad1b6936cb27c47e0ec6450adfc
INFO: unrelated frame during TX wait type=0xC0
__W2_02_TX_FRAG__ idx=184 tx_id=0xB8 status=0(OK) toa_us=59008 elapsed_ms=73.4 payload_hex=fe00b8bf7de683f55f441c8f36bcc7e79eb4ec6d000073524946466c0000005745425056503820600000003004009d012a200020003eb1469c4aa723a2a1b7fa
INFO: unrelated frame during TX wait type=0xC0
__W2_02_TX_FRAG__ idx=185 tx_id=0xB9 status=0(OK) toa_us=59008 elapsed_ms=73.3 payload_hex=fe00b9bfa800e016096700ca0021e5b58d976ec80a7e28830000fef70855366aafd5182cca2db68cf2bcaaae986e3183aa3b50eabcf3da979af7afc281f73e25
INFO: unrelated frame during TX wait type=0xC0
__W2_02_TX_FRAG__ idx=186 tx_id=0xBA status=0(OK) toa_us=59008 elapsed_ms=73.5 payload_hex=fe00babfb8c84aede700c95b11b24465058000ad52494646a600000057454250565038209a0000001005009d012a200020003ebd4a9f4aa72422a1b7f55800e0
INFO: unrelated frame during TX wait type=0xC0
__W2_02_TX_FRAG__ idx=187 tx_id=0xBB status=0(OK) toa_us=59008 elapsed_ms=73.3 payload_hex=fe00bbbf17896500ca0083271fd192bf4c691566f36b05a267d7c474c000fefa27152432504f0fbb0de97a3efb535e6c9aac873f323efdcfebed55d7d3d701f3
INFO: unrelated frame during TX wait type=0xC0
__W2_02_TX_FRAG__ idx=188 tx_id=0xBC status=0(OK) toa_us=59008 elapsed_ms=73.3 payload_hex=fe00bcbf314eceaa7e5d5193955b8b6707d8a110ce302e6f0afffe1f07077933d3e6a15af87cf9feec9c623b46a00fe46aae640cfb222d6af5e0250ce52c1269
INFO: unrelated frame during TX wait type=0xC0
__W2_02_TX_FRAG__ idx=189 tx_id=0xBD status=0(OK) toa_us=59008 elapsed_ms=73.3 payload_hex=fe00bdbf8d46345b893d068000007952494646720000005745425056503820660000009004009d012a200020003eb14a9c4aa724a2a1b7faa800e016096700ca
INFO: unrelated frame during TX wait type=0xC0
__W2_02_TX_FRAG__ idx=190 tx_id=0xBE status=0(OK) toa_us=59008 elapsed_ms=73.3 payload_hex=fe00bebf0019ec844a1c46fffb07bbdf2d25e80000feee6aa83772cd940536d4d9a1144624c9cd3c688a89f4ac76eb9f02a6ab05d6898060851be22ca49278f4
INFO: unrelated frame during TX wait type=0xC0
__W2_02_TX_FRAG__ idx=191 tx_id=0xBF status=0(OK) toa_us=25728 elapsed_ms=42.2 payload_hex=fe00bfbf5838579ae5b64112a832800000
__W2_02_TX_DONE__ n=192 ok=192 fail=0 timeout=0
__METHOD_H_RC__=0

