# === FCC-B2-b ARTIFACT HEADER BEGIN (v1) ===
# firmware_git_sha: d4dfcb86cfd99bbcbd227844940a1f905336b356
# firmware_git_sha_short: d4dfcb86cfd9
# build_timestamp_utc: 2026-05-20T07:50:14Z
# profile_enum: 0
# profile_string: REG_PROFILE_BENCH_ONLY_FIXED_915
# rfco_summary_schema_ver: 1
# rfco_pertx_schema_ver: 1
# header_schema_ver: 1
# === FCC-B2-b ARTIFACT HEADER END ===

=== W2-02 TX: 192 fragments, uart=/dev/ttymxc3 ===
__W2_02_TX_FRAG__ idx=170 tx_id=0xAA status=0(OK) toa_us=59008 elapsed_ms=73.4 payload_hex=fe00aabf006b52494646640000005745425056503820580000005004009d012a200020003eb54aa04aa7242321b00c00e016896500bdd0152e87d77938a018bb
INFO: unrelated frame during TX wait type=0xC0
__W2_02_TX_FRAG__ idx=171 tx_id=0xAB status=0(OK) toa_us=59008 elapsed_ms=73.4 payload_hex=fe00abbfd505f47cc000fc5c8e01d0eafb8b46a43d64ee1c19d670c5c80903a7bd47bed72e638def22972802213e551bcc4cae00000069524946466200000057
INFO: unrelated frame during TX wait type=0xC0
__W2_02_TX_FRAG__ idx=172 tx_id=0xAC status=0(OK) toa_us=59008 elapsed_ms=73.4 payload_hex=fe00acbf4542505650382056000000f003009d012a200020003eb94c9e4aa724a2a1b7f55800e017096500c3704edb7c005a97638ea80000fef193cf4f41e545
INFO: unrelated frame during TX wait type=0xC0
__W2_02_TX_FRAG__ idx=173 tx_id=0xAD status=0(OK) toa_us=59008 elapsed_ms=73.3 payload_hex=fe00adbf8a35c3c41e99c370de6f7441bf8c4fbe286e350af83356e314a7f14355d6ea1b70240f000095524946468e000000574542505650382082000000d004
INFO: unrelated frame during TX wait type=0xC0
__W2_02_TX_FRAG__ idx=174 tx_id=0xAE status=0(OK) toa_us=59008 elapsed_ms=73.4 payload_hex=fe00aebf009d012a200020003ec154a04ca7a4a322280d50f018096500bb00346b41b64eb13ae81c95716ff0cc05295e0000f97abe914922927cd670713eadc5
INFO: unrelated frame during TX wait type=0xC0
__W2_02_TX_FRAG__ idx=175 tx_id=0xAF status=0(OK) toa_us=59008 elapsed_ms=73.4 payload_hex=fe00afbf0bf6ad9d70663da7cc5c26a6a4e1d571f8f42b9173230ffea93c5671b900c53cecb6d2f92f7335630cdd22e2ec8cf99953946f7a44998a5f4e311be1
INFO: unrelated frame during TX wait type=0xC0
__W2_02_TX_FRAG__ idx=176 tx_id=0xB0 status=0(OK) toa_us=59008 elapsed_ms=73.4 payload_hex=fe00b0bf1d6d958f110000005752494646500000005745425056503820440000005003009d012a200020003ec152a14aa7a4a321b00800f018096700c85c3082
INFO: unrelated frame during TX wait type=0xC0
__W2_02_TX_FRAG__ idx=177 tx_id=0xB1 status=0(OK) toa_us=59008 elapsed_ms=73.3 payload_hex=fe00b1bf3ca6120000fef00110e997b87508fe99b989fd16dc005f07b8efb8fd1620eaf6672640000091524946468a00000057454250565038207e000000b004
INFO: unrelated frame during TX wait type=0xC0
__W2_02_TX_FRAG__ idx=178 tx_id=0xB2 status=0(OK) toa_us=59008 elapsed_ms=73.3 payload_hex=fe00b2bf009d012a200020003ec150a04b27a4a321b00800f018096500b83022107e67778ff07a6032d2985701b3c21000feee887adbef5e2e126c7f422522e2
INFO: unrelated frame during TX wait type=0xC0
__W2_02_TX_FRAG__ idx=179 tx_id=0xB3 status=0(OK) toa_us=59008 elapsed_ms=73.3 payload_hex=fe00b3bf004c49255308226da526090e9f227c1d075dfed60f485d6b7f7e33d130490ddbd405b132712559896bfce7a57ae31a0b66dbdc578a67545f5e4692eb
INFO: unrelated frame during TX wait type=0xC0
__W2_02_TX_FRAG__ idx=180 tx_id=0xB4 status=0(OK) toa_us=59008 elapsed_ms=73.3 payload_hex=fe00b4bf80000000575249464650000000574542505650382044000000f003009d012a200020003ec156a24ba7a52321b0180800f018096700c640103ffa5292
INFO: unrelated frame during TX wait type=0xC0
__W2_02_TX_FRAG__ idx=181 tx_id=0xB5 status=0(OK) toa_us=59008 elapsed_ms=73.4 payload_hex=fe00b5bf57967fa7a800feea97e589ddd018d9db4f60caa1f2e2b63449a81b235933b8200095524946468e000000574542505650382082000000d004009d012a
INFO: unrelated frame during TX wait type=0xC0
__W2_02_TX_FRAG__ idx=182 tx_id=0xB6 status=0(OK) toa_us=59008 elapsed_ms=73.4 payload_hex=fe00b6bf200020003ec152a24ba7a4a321a80d50f018096500bf3ce001a7352b281659ff64f11073c03932790000fefd537d62709bb0638ca603bffe0c5052dc
INFO: unrelated frame during TX wait type=0xC0
__W2_02_TX_FRAG__ idx=183 tx_id=0xB7 status=0(OK) toa_us=59008 elapsed_ms=73.5 payload_hex=fe00b7bf5c72510f76caba6de480a4cc812f11590be9b18e595fe1255d8a3ba8e928fb501f003e502da326645b988562f98db787b3cccfb0727bb2a12bf4729b
INFO: unrelated frame during TX wait type=0xC0
__W2_02_TX_FRAG__ idx=184 tx_id=0xB8 status=0(OK) toa_us=59008 elapsed_ms=73.4 payload_hex=fe00b8bf770d18007b52494646740000005745425056503820680000005004009d012a200020003eb5469d4aa723a2a1b7faa800e016896500bce021f0df3085
INFO: unrelated frame during TX wait type=0xC0
__W2_02_TX_FRAG__ idx=185 tx_id=0xB9 status=0(OK) toa_us=59008 elapsed_ms=73.3 payload_hex=fe00b9bf338abe2ca8f1820000fef706eb831b0883bfd1328ff4d6e63d6104dadfe26abc9eb0daa53e8b5d29a6d07741ee43841c111c4f518377c3088eef8caf
INFO: unrelated frame during TX wait type=0xC0
__W2_02_TX_FRAG__ idx=186 tx_id=0xBA status=0(OK) toa_us=59008 elapsed_ms=73.3 payload_hex=fe00babf4edfc10626174fbc00a952494646a20000005745425056503820960000007005009d012a200020003eb1489d4aa72422a1b7faa800e016096500cc1c
INFO: unrelated frame during TX wait type=0xC0
__W2_02_TX_FRAG__ idx=187 tx_id=0xBB status=0(OK) toa_us=59008 elapsed_ms=73.3 payload_hex=fe00bbbf7b5cc854b1a45b70523a149e225e852f3349cf47880000fefd5164ae35de2c3ec43f00d3dff383fb60a2821bcc6f90a9b255265e6dd0369bc7757c3a
INFO: unrelated frame during TX wait type=0xC0
__W2_02_TX_FRAG__ idx=188 tx_id=0xBC status=0(OK) toa_us=59008 elapsed_ms=73.4 payload_hex=fe00bcbfb8dce8cd20a5ff01a66e30d6616789d1d0f49ee2e569a7d097ac0f2e7d63208a166510f855847f61fe4091eb2504c05097c1a8c29d9387a8a6760000
INFO: unrelated frame during TX wait type=0xC0
__W2_02_TX_FRAG__ idx=189 tx_id=0xBD status=0(OK) toa_us=59008 elapsed_ms=73.4 payload_hex=fe00bdbf7d524946467600000057454250565038206a0000009004009d012a200020003eb1489c4aa72422a1b7faa800e016096500c7e419ec84118979f9c11e
INFO: unrelated frame during TX wait type=0xC0
__W2_02_TX_FRAG__ idx=190 tx_id=0xBE status=0(OK) toa_us=59008 elapsed_ms=73.5 payload_hex=fe00bebfaf14991f7c0000fef40bad14b190ed12b05e90b342c9908e59e80094962e48144fa560db079a2dbb2df197866414f816a5409cf92de815e1dbcc4dbd
INFO: unrelated frame during TX wait type=0xC0
__W2_02_TX_FRAG__ idx=191 tx_id=0xBF status=0(OK) toa_us=20608 elapsed_ms=31.9 payload_hex=fe00bfbfeaaa4d95257000
__W2_02_TX_DONE__ n=192 ok=192 fail=0 timeout=0
__METHOD_H_RC__=0

