# === FCC-B2-b ARTIFACT HEADER BEGIN (v1) ===
# firmware_git_sha: d4dfcb86cfd99bbcbd227844940a1f905336b356
# firmware_git_sha_short: d4dfcb86cfd9
# build_timestamp_utc: 2026-05-20T07:50:15Z
# profile_enum: 0
# profile_string: REG_PROFILE_BENCH_ONLY_FIXED_915
# rfco_summary_schema_ver: 1
# rfco_pertx_schema_ver: 1
# header_schema_ver: 1
# === FCC-B2-b ARTIFACT HEADER END ===

=== W2-02 TX: 191 fragments, uart=/dev/ttymxc3 ===
__W2_02_TX_FRAG__ idx=171 tx_id=0xAB status=0(OK) toa_us=59008 elapsed_ms=73.4 payload_hex=fe00abbe9afd8ee20b77877ca1770797b3a36947c0b670a800006b5249464664000000574542505650382058000000f003009d012a200020003eb94c9e4aa724
INFO: unrelated frame during TX wait type=0xC0
__W2_02_TX_FRAG__ idx=172 tx_id=0xAC status=0(OK) toa_us=59008 elapsed_ms=73.5 payload_hex=fe00acbe22a1b7f55800e017096500bf384edb7c005a97638ea80000fef14b8e88165c91a2bf2cb457a670dc379bdd0faa7abbe60cdadeb6a0efedf4b8fd1bf7
INFO: unrelated frame during TX wait type=0xC0
__W2_02_TX_FRAG__ idx=173 tx_id=0xAD status=0(OK) toa_us=59008 elapsed_ms=73.3 payload_hex=fe00adbe2d25b9f6da222b1d00000093524946468c000000574542505650382080000000b004009d012a200020003ec156a04d27a4a2a2280d50f018096300ae
INFO: unrelated frame during TX wait type=0xC0
__W2_02_TX_FRAG__ idx=174 tx_id=0xAE status=0(OK) toa_us=59008 elapsed_ms=73.4 payload_hex=fe00aebe1c47feccb8d4f10e70babd57b15ba2ec307000fd0296ec2cca5acbdef40cc6b415786558ddfc2e0cd6309a49c18cbf491daa0db436e96728d5e1544b
INFO: unrelated frame during TX wait type=0xC0
__W2_02_TX_FRAG__ idx=175 tx_id=0xAF status=0(OK) toa_us=59008 elapsed_ms=73.4 payload_hex=fe00afbea3ee6585821d4d50a5b2ebb5cccdc3358b0c78ac13e543a5f6f8c9bc57309b66d06fb8068e32ec005952494646520000005745425056503820460000
INFO: unrelated frame during TX wait type=0xC0
__W2_02_TX_FRAG__ idx=176 tx_id=0xB0 status=0(OK) toa_us=59008 elapsed_ms=73.3 payload_hex=fe00b0be003003009d012a200020003ec152a14aa7a4a321b00800f018096700ae1c2d618d2f8000feefdc8fe2a469f39c2661331f87f858c0f6a787b9faeae7
INFO: unrelated frame during TX wait type=0xC0
__W2_02_TX_FRAG__ idx=177 tx_id=0xB1 status=0(OK) toa_us=59008 elapsed_ms=73.3 payload_hex=fe00b1be11e66ea41f5a9f332478009952494646920000005745425056503820860000007005009d012a200020003ec152a34b27a4a321b00800f018096500b7
INFO: unrelated frame during TX wait type=0xC0
__W2_02_TX_FRAG__ idx=178 tx_id=0xB2 status=0(OK) toa_us=59008 elapsed_ms=73.4 payload_hex=fe00b2beb8220ed98ac6a0ca53e4d49d704ad4d707c18fce8d02a97000feee887c32002ec32905788c81e000a411ca64dae6498f096220411b00176d5a377bb3
INFO: unrelated frame during TX wait type=0xC0
__W2_02_TX_FRAG__ idx=179 tx_id=0xB3 status=0(OK) toa_us=59008 elapsed_ms=73.4 payload_hex=fe00b3be8808bf19da166965a684a8404953d4e23e8c9aafc66a674a968de560474c56e008b80cef2cdeec4610a9e34000005952494646520000005745425056
INFO: unrelated frame during TX wait type=0xC0
__W2_02_TX_FRAG__ idx=180 tx_id=0xB4 status=0(OK) toa_us=59008 elapsed_ms=73.3 payload_hex=fe00b4be50382046000000d003009d012a200020003ec156a24ba7a52321b0180800f018096700c6f40ddae4245549bbd60000feed61e84c6b64f4a320db6aeb
INFO: unrelated frame during TX wait type=0xC0
__W2_02_TX_FRAG__ idx=181 tx_id=0xB5 status=0(OK) toa_us=59008 elapsed_ms=73.4 payload_hex=fe00b5be910083d98875585fce37818c3d1540a0009d524946469600000057454250565038208a0000001005009d012a200020003ec14ea24c27a42322301808
INFO: unrelated frame during TX wait type=0xC0
__W2_02_TX_FRAG__ idx=182 tx_id=0xB6 status=0(OK) toa_us=59008 elapsed_ms=73.4 payload_hex=fe00b6be00f018096500c647680ac002d2d6a0b740baf9f2a1808562b3782000fefca7cd5ce1b16424841e4f92b56e7071ce33ec2f7d02b87b64feac3411c48e
INFO: unrelated frame during TX wait type=0xC0
__W2_02_TX_FRAG__ idx=183 tx_id=0xB7 status=0(OK) toa_us=59008 elapsed_ms=73.3 payload_hex=fe00b7be7e449e88d9bebf5f40d9891115318a76f9cdecfe47809e83dc883819f49ac564ed17a0dd689f2be17d53d89ec99d3ad0fe397a8a0000000079524946
INFO: unrelated frame during TX wait type=0xC0
__W2_02_TX_FRAG__ idx=184 tx_id=0xB8 status=0(OK) toa_us=59008 elapsed_ms=73.3 payload_hex=fe00b8be46720000005745425056503820660000003004009d012a200020003eb1489c4aa72422a1b7faa800e016096700bb0021e5b5ab298f9335bbf6188000
INFO: unrelated frame during TX wait type=0xC0
__W2_02_TX_FRAG__ idx=185 tx_id=0xB9 status=0(OK) toa_us=59008 elapsed_ms=73.4 payload_hex=fe00b9befef706eb831b086ec553d137f457cfb3e9f361a633c0b6243b1435fa068bae552c43fef3377b31146afaa988c379aea1e265fe86dc28c241000000b1
INFO: unrelated frame during TX wait type=0xC0
__W2_02_TX_FRAG__ idx=186 tx_id=0xBA status=0(OK) toa_us=59008 elapsed_ms=73.4 payload_hex=fe00babe52494646aa00000057454250565038209e0000005005009d012a200020003ec14aa14aa7a3a321b0180c00f018096300cba47b6f6a5a56e3a80b5548
INFO: unrelated frame during TX wait type=0xC0
__W2_02_TX_FRAG__ idx=187 tx_id=0xBB status=0(OK) toa_us=59008 elapsed_ms=73.3 payload_hex=fe00bbbeb8f75bec1e29373892c40000fefd04110ac3c00bcd84d2dca6dc4df77b66c30746e40f8e5bf2180f5b937b1bf69fed97c7a72ec3d5dce7979c8d40bd
INFO: unrelated frame during TX wait type=0xC0
__W2_02_TX_FRAG__ idx=188 tx_id=0xBC status=0(OK) toa_us=59008 elapsed_ms=73.5 payload_hex=fe00bcbe28218c72cbcffc027cedfd50ad78fedd45327b25ed9ed7d4b3d9569ed32bd442b428325c99e9cd6837ea2f57b072a470a0798093b602ad2540007552
INFO: unrelated frame during TX wait type=0xC0
__W2_02_TX_FRAG__ idx=189 tx_id=0xBD status=0(OK) toa_us=59008 elapsed_ms=73.3 payload_hex=fe00bdbe4946466e0000005745425056503820620000005004009d012a200020003eb14c9b4aa724a2a1b7faa800e01609650000336d041c7f078c68f7d6d7de
INFO: unrelated frame during TX wait type=0xC0
__W2_02_TX_FRAG__ idx=190 tx_id=0xBE status=0(OK) toa_us=56448 elapsed_ms=73.4 payload_hex=fe00bebef80000f8fd13d2cb1a980b7332f6aecb54fdd828af09717377a9d56b75cbb6e8651939e47eac9ae00b5019da3e361e08bab2ed64551e68f000
__W2_02_TX_DONE__ n=191 ok=191 fail=0 timeout=0
__METHOD_H_RC__=0

